@RELATION music_speech
@ATTRIBUTE WIN0_MEAN NUMERIC
@ATTRIBUTE WIN1_MEAN NUMERIC
@ATTRIBUTE WIN2_MEAN NUMERIC
@ATTRIBUTE WIN3_MEAN NUMERIC
@ATTRIBUTE WIN4_MEAN NUMERIC
@ATTRIBUTE WIN5_MEAN NUMERIC
@ATTRIBUTE WIN6_MEAN NUMERIC
@ATTRIBUTE WIN7_MEAN NUMERIC
@ATTRIBUTE WIN8_MEAN NUMERIC
@ATTRIBUTE WIN9_MEAN NUMERIC
@ATTRIBUTE WIN10_MEAN NUMERIC
@ATTRIBUTE WIN11_MEAN NUMERIC
@ATTRIBUTE WIN12_MEAN NUMERIC
@ATTRIBUTE WIN13_MEAN NUMERIC
@ATTRIBUTE WIN14_MEAN NUMERIC
@ATTRIBUTE WIN15_MEAN NUMERIC
@ATTRIBUTE WIN16_MEAN NUMERIC
@ATTRIBUTE WIN17_MEAN NUMERIC
@ATTRIBUTE WIN18_MEAN NUMERIC
@ATTRIBUTE WIN19_MEAN NUMERIC
@ATTRIBUTE WIN20_MEAN NUMERIC
@ATTRIBUTE WIN21_MEAN NUMERIC
@ATTRIBUTE WIN22_MEAN NUMERIC
@ATTRIBUTE WIN23_MEAN NUMERIC
@ATTRIBUTE WIN24_MEAN NUMERIC
@ATTRIBUTE WIN25_MEAN NUMERIC
@ATTRIBUTE WIN0_STD NUMERIC
@ATTRIBUTE WIN1_STD NUMERIC
@ATTRIBUTE WIN2_STD NUMERIC
@ATTRIBUTE WIN3_STD NUMERIC
@ATTRIBUTE WIN4_STD NUMERIC
@ATTRIBUTE WIN5_STD NUMERIC
@ATTRIBUTE WIN6_STD NUMERIC
@ATTRIBUTE WIN7_STD NUMERIC
@ATTRIBUTE WIN8_STD NUMERIC
@ATTRIBUTE WIN9_STD NUMERIC
@ATTRIBUTE WIN10_STD NUMERIC
@ATTRIBUTE WIN11_STD NUMERIC
@ATTRIBUTE WIN12_STD NUMERIC
@ATTRIBUTE WIN13_STD NUMERIC
@ATTRIBUTE WIN14_STD NUMERIC
@ATTRIBUTE WIN15_STD NUMERIC
@ATTRIBUTE WIN16_STD NUMERIC
@ATTRIBUTE WIN17_STD NUMERIC
@ATTRIBUTE WIN18_STD NUMERIC
@ATTRIBUTE WIN19_STD NUMERIC
@ATTRIBUTE WIN20_STD NUMERIC
@ATTRIBUTE WIN21_STD NUMERIC
@ATTRIBUTE WIN22_STD NUMERIC
@ATTRIBUTE WIN23_STD NUMERIC
@ATTRIBUTE WIN24_STD NUMERIC
@ATTRIBUTE WIN25_STD NUMERIC
@ATTRIBUTE class {music,speech}

@DATA
-100.060430,-5.603296,-10.352042,-2.699340,-0.139756,-6.025197,-5.609250,-2.714296,-2.155602,-0.096913,-0.828383,1.452495,1.158618,0.281182,1.344558,0.985728,0.233174,-0.069905,-0.123996,0.058542,0.157308,-0.184248,-0.378874,0.333026,0.076141,-0.008912,5.811184,1.415419,2.388854,1.085496,1.084233,1.315956,1.069483,0.941718,1.046775,0.905865,0.957253,0.938070,0.874094,0.925481,0.886459,0.821506,0.713328,0.680454,0.690949,0.671524,0.671004,0.586275,0.577443,0.602666,0.608151,0.571015,music
-96.468910,-10.866706,-15.609854,-3.484100,0.573230,-5.268761,-3.118707,-1.320732,-1.416675,1.131507,0.744867,0.622872,-0.384762,0.021722,1.596966,1.643377,1.505515,0.111257,0.305822,-0.086884,-0.095488,0.232905,0.166155,-0.000900,0.142818,0.328547,9.593773,2.235872,2.963800,1.549550,1.368880,2.096752,1.483325,1.600823,1.706411,1.543963,1.674285,1.522975,1.661117,1.664213,1.684479,1.415929,1.617349,1.727223,1.032431,1.163797,0.813449,1.036206,0.815091,1.063132,0.762072,0.891830,music
-127.057671,-5.841169,-4.793057,-0.044355,-2.037173,-0.348900,-0.917663,-0.478944,-0.850957,-0.430998,-0.245109,0.293702,-0.318004,0.020354,-0.147875,0.153938,-0.011037,0.019457,-0.117878,-0.004401,-0.090039,-0.136395,-0.096593,0.013303,-0.059092,0.121181,12.787951,4.078024,3.054663,1.253778,1.043045,0.976620,0.881972,0.855872,0.778740,0.867423,0.826345,0.867368,0.836822,0.767703,0.781226,0.793657,0.696570,0.669181,0.637705,0.703420,0.602033,0.669061,0.570755,0.485602,0.478259,0.543722,music
-116.120821,-4.845137,-2.442949,-1.127348,-2.883956,-3.290704,-2.686000,-1.933179,-1.511590,-0.621299,-1.122728,-0.506152,-0.876541,0.168634,-0.169113,-0.242447,-0.918260,-0.588656,-0.205377,0.012954,-0.582721,-0.175654,-0.012355,-0.128399,-0.089617,0.006209,24.954068,8.429345,6.082654,2.282019,1.883763,1.571414,1.399250,1.314332,1.531068,1.433127,1.534010,1.484096,1.245614,1.424146,1.091396,1.067660,1.019393,1.182850,0.941405,1.145742,0.970576,0.718015,0.696456,0.632328,0.647082,0.652764,music
-99.350816,-6.518109,-0.715480,2.774212,-0.057818,-1.231107,0.467697,-1.193521,-0.499957,1.673324,-0.317637,1.610938,-0.217354,0.313028,0.537282,0.223122,-0.393906,-0.759157,-0.975615,0.368376,0.609736,0.206532,-0.054517,-0.115044,-0.154611,0.775694,23.228146,2.873608,5.406421,2.473107,1.834646,1.452665,1.388519,1.391684,1.276131,1.243824,1.430098,1.720558,1.230666,1.113205,1.033834,1.066429,1.368579,1.297100,1.221062,0.972164,1.326662,1.129777,0.904471,0.845386,0.866270,1.005319,music
-100.698313,-5.064686,-1.820451,1.210111,-1.894211,-0.861377,-0.932958,-1.029353,-1.155546,0.099382,-0.616599,1.413373,-0.043631,0.256231,0.616282,0.975888,0.254097,-0.156004,-0.721298,0.030166,-0.187032,0.143751,0.333538,0.461531,-0.535632,-0.037353,13.238956,3.940888,5.295399,2.464960,1.564873,1.546482,1.535027,1.320586,1.348837,1.423477,1.251414,1.147726,1.108618,1.199484,1.941921,1.742733,1.195676,1.297091,2.067087,1.923429,1.255704,1.166753,1.259015,0.884495,1.003560,1.123040,music
-120.985860,-2.349203,-4.052083,-1.313210,-0.704615,0.870267,-0.721157,0.198599,-1.560483,0.452850,-1.342185,0.876919,0.565953,0.284065,-0.246787,-0.254709,0.049757,-1.849835,0.482375,-0.604812,0.001522,-0.521845,0.146379,0.232570,0.727764,0.246018,11.374947,6.007429,3.788813,2.039456,1.691292,1.649266,1.516972,1.315519,2.005515,1.710716,1.306459,1.214534,1.169020,1.154985,1.207051,1.075205,1.184667,1.328141,1.112699,1.077027,0.989770,0.927628,0.826557,0.713092,0.676099,0.776180,music
-132.293763,-3.093781,-4.323458,-3.412242,-0.648034,-1.535864,-3.006443,-1.725019,-1.900045,-0.941096,-0.369604,0.235691,-0.283871,0.694145,0.533200,0.213472,-0.029038,0.315059,-0.037793,-0.377947,-0.307133,-0.282127,-0.324210,-0.248845,-0.129107,-0.069487,24.578682,4.829822,4.883200,2.660831,1.963343,1.499629,1.964088,1.474805,1.186102,1.216733,0.962296,0.905864,1.284929,1.223770,1.109745,1.014321,1.299315,1.564499,1.371041,1.036732,1.154807,1.079619,0.878485,0.645919,0.588096,0.758101,music
-99.153241,-6.298191,0.433838,-0.796642,-2.318594,-1.601364,-0.979175,-0.048227,-0.021663,0.229036,-0.498306,0.321143,-0.021790,0.652751,0.117568,0.270329,-0.142531,-0.070361,-0.155458,-0.078275,-0.277892,-0.278650,-0.226118,-0.046954,-0.149305,-0.102236,11.712924,3.437640,1.746588,1.461310,1.415608,1.139254,0.992276,0.954519,1.013265,1.011095,0.902551,0.766453,0.942056,0.921387,0.875775,0.735414,0.686690,0.597940,0.640546,0.511498,0.529660,0.583506,0.516416,0.537433,0.483881,0.423068,music
-87.315470,-14.382491,2.975881,1.462700,-0.515938,1.746321,0.042993,1.073370,0.341165,2.011804,1.242503,1.340997,0.786920,0.653539,0.123391,-0.191932,-0.792738,-0.851535,0.070520,0.594101,-0.294169,-0.085417,-0.342740,-0.642318,0.239055,-0.465741,11.545668,4.846964,4.028109,2.997850,2.369934,2.295523,1.920883,1.551412,1.445307,1.503739,1.408454,1.212781,1.105823,1.189574,1.109799,1.248096,1.309035,1.186267,1.141008,1.148509,0.886746,0.867669,0.708859,0.716279,0.929125,0.737100,music
-83.191778,-11.117943,-2.006366,-1.627834,2.564390,1.099584,-2.584048,0.092314,0.110189,0.648677,-0.687639,-1.379479,-0.414652,-0.381317,-0.658811,-0.190000,-0.428255,-0.175534,-0.373429,-0.048735,0.153433,-0.473731,0.121274,-0.299852,-0.371519,0.260265,11.099420,3.659137,1.980161,1.638623,1.629022,1.309649,1.381838,1.100101,1.138172,0.994522,0.925606,1.029464,1.088446,0.746547,0.736706,0.750529,0.699953,0.771304,0.656070,0.691768,0.644023,0.655181,0.773309,0.728960,0.803501,0.701940,music
-110.814005,0.059388,-8.572643,-2.338141,-2.242034,-5.906022,-0.973212,0.108935,-3.106425,-1.625430,0.572017,-0.810727,-0.310728,0.685923,0.353649,-0.399325,-0.252118,0.290341,-0.280748,0.297790,0.066550,0.289535,0.337091,0.086220,-0.238508,0.275164,11.766860,3.661131,4.050954,2.079633,2.196432,2.041718,2.224433,2.361679,1.655221,1.537951,1.879277,1.565421,1.230155,1.301716,1.520984,1.528791,1.477785,1.317710,1.393429,1.462980,1.368409,0.974358,0.976956,0.831621,0.958534,1.054004,music
-112.357559,-8.747671,-7.584883,0.178476,2.529749,-2.418893,-2.532200,1.326775,1.509751,0.749076,0.425685,2.281249,1.471190,1.516064,2.033700,1.689671,0.778356,-0.119054,-0.372808,0.566975,0.380461,-0.123503,-0.218757,0.390051,0.114365,0.188824,9.083891,2.573402,4.302457,1.937622,2.555157,3.358974,2.289030,1.889393,1.486999,1.271573,1.112327,1.283370,1.323297,1.126312,1.070745,1.129956,0.861520,1.215977,1.002880,0.818686,0.671623,0.782258,0.691782,0.752373,0.610657,0.602071,music
-97.026836,-1.513694,-5.837901,0.695001,-1.683512,0.529908,-0.080897,0.201257,-0.048626,-0.431350,-0.829473,-0.627640,-0.448568,-0.097565,-0.139130,0.504306,-0.051403,0.002613,-0.205109,0.076668,-0.189803,-0.121532,-0.124776,-0.099321,-0.252051,-0.124137,9.894403,4.582164,2.759448,2.665088,1.971808,1.329454,1.742429,1.140952,1.305458,1.154595,1.329758,1.079176,1.278220,1.124303,1.105415,1.240909,1.033302,0.954676,0.944595,0.873554,0.942399,0.830968,0.858185,0.757470,0.816673,0.847340,music
-88.050591,-12.585073,-1.752866,-0.907866,-2.351512,-0.248838,0.574582,1.396196,0.862070,0.878693,0.247860,0.483972,0.132735,0.012930,-0.270485,0.490858,0.035594,-0.351364,-0.328407,0.153331,-0.570870,-0.497327,-0.300007,0.043887,0.287888,-0.237669,8.864901,4.863196,2.623273,1.941758,1.612341,1.343033,1.482935,1.114701,1.037336,1.180487,0.997968,1.006319,1.237648,0.967999,1.004255,1.049920,0.621469,0.827473,0.592136,0.812749,0.740629,0.629235,0.661769,0.714758,0.533807,0.622958,music
-90.200553,-12.857618,-4.453571,3.144281,3.088557,0.308489,-0.704400,0.252409,-0.656209,-0.908616,-0.080720,-0.341591,-0.787544,-0.135329,-0.127051,0.323566,0.406044,0.568504,-0.019092,0.449178,-0.213909,-0.075907,0.031660,-0.199289,-0.338500,-0.043562,12.416528,5.224871,3.191889,2.715659,2.349667,1.592149,1.580823,1.701940,1.337674,1.355728,1.135279,1.044161,1.015584,0.992426,0.900315,0.823187,0.917583,0.853370,0.813927,0.759378,0.731482,0.794487,0.682110,0.656616,0.784827,0.702963,music
-99.931554,-9.061266,-1.548552,0.007533,-1.501520,-0.492758,-1.088663,-0.155943,-0.588078,-0.672423,0.153550,-0.684649,-0.802855,-0.654022,-1.144120,0.049779,-0.626840,-0.028017,-0.664040,-0.125179,-0.149949,0.060828,-0.270411,-0.341243,-0.392308,0.173893,8.761611,4.432705,3.014256,1.523011,1.570398,1.507895,1.104358,1.044088,0.998433,0.998213,0.987488,0.973786,0.999781,0.862340,0.714298,0.884047,0.700060,0.873806,0.715864,0.560703,0.603808,0.553128,0.610113,0.491675,0.540456,0.470296,music
-93.847517,-12.258458,-8.755386,-1.189037,3.140663,2.128555,-1.476040,0.123282,-0.238439,-0.299390,-0.150572,-0.510746,-0.029472,-0.341406,0.347784,-0.255252,-0.174317,0.268064,-0.095958,0.139843,-0.088391,0.244668,-0.047319,-0.070734,-0.268221,0.094179,6.498638,3.580826,2.891535,1.835384,1.678735,1.658421,1.124581,1.234281,0.954455,0.988616,0.868346,0.818996,0.801682,0.714472,0.782034,0.729434,0.709777,0.721570,0.661103,0.746694,0.747065,0.658689,0.607542,0.599303,0.632768,0.531452,music
-108.450196,-5.518661,-0.482582,-1.511926,-0.533646,-1.273793,-0.136589,0.181750,0.268882,-0.064815,-0.642439,0.040779,0.360259,0.539638,0.749715,1.208503,1.067344,0.352586,-0.797944,-0.852705,-0.730242,0.034624,0.079994,0.253826,0.021590,0.057845,12.657157,4.600493,4.207860,1.794432,1.469082,1.796849,1.312601,1.358554,1.198734,1.552642,1.734325,1.253895,1.003012,0.990832,1.204581,1.162870,1.112743,1.082812,1.261813,1.227145,0.904775,1.022952,1.230385,0.777318,0.987551,0.738007,music
-98.043311,-11.949908,-1.873760,2.013091,0.123832,-0.309146,0.305428,0.978006,0.144043,0.473111,1.324524,0.458622,-0.308955,-0.466702,-0.144282,-0.245123,-0.548768,-1.137266,-0.849192,-0.193300,-0.481886,0.051921,0.241014,-0.164877,-0.024041,-0.387261,9.284606,3.468179,2.714968,1.898211,1.552044,1.416281,1.299740,1.418903,1.684177,1.337096,1.223155,1.381126,1.371306,1.128539,1.433556,1.484065,1.137787,1.168576,1.211842,1.162847,1.001755,0.854699,0.861232,0.670657,0.921534,0.954211,music
-88.823806,-7.918406,-5.020565,-1.527008,1.732936,-0.145650,-1.584359,0.078128,0.318012,0.529836,0.112458,0.190698,0.331457,0.013090,-0.226887,-0.086316,-0.114519,-0.656397,-0.884448,-0.532301,-0.793461,-0.388519,-0.177997,0.189831,0.021030,-0.053393,9.815674,3.725558,2.477379,1.429249,1.675103,1.234999,1.480816,1.107766,0.956767,0.940523,1.024169,0.881929,0.864184,0.829845,0.892707,0.938142,0.794725,0.644245,0.869107,0.771663,0.644547,0.599222,0.515158,0.469484,0.551621,0.549449,music
-100.591198,-7.047395,-2.156955,-0.659107,-4.409642,-1.261825,-3.763981,-1.276250,-1.922470,-0.409353,-1.270598,-0.184789,-0.648392,-0.121615,0.200480,-0.171792,0.275772,0.322844,-0.965767,-0.239691,-0.469976,-0.681805,-0.279163,0.279546,0.188734,0.100016,13.211373,7.080362,4.213463,2.061074,1.930735,1.275565,1.238028,1.192312,1.302294,0.936277,1.028658,1.099437,1.181504,0.970508,1.173422,1.127354,0.983734,0.846451,0.856532,0.758427,0.900391,0.758367,0.809073,0.605352,0.763057,0.796618,music
-113.858325,2.212173,-10.174981,-1.784318,-2.894063,-2.787559,-1.010258,-0.802543,-0.949113,-0.776969,-2.029342,-1.300390,-0.433402,0.804985,0.158602,-0.462156,-0.825206,-0.646788,-0.245487,-0.003168,-0.209463,0.408146,0.152080,-0.016632,-0.211738,-0.280846,9.094430,3.519332,2.210102,1.861902,1.493293,1.511925,1.555568,1.278571,1.350622,1.393564,1.559343,1.867493,1.790655,1.494174,1.411215,1.278537,1.269980,1.167049,1.063704,1.046312,0.989463,1.097908,0.784794,0.783607,0.849375,0.776577,music
-112.452606,-1.528134,-3.682893,-1.567970,-1.895942,-1.214242,-1.283543,-1.299705,-1.118204,0.307467,-0.099805,0.376695,0.091923,-0.257957,-0.502867,0.053873,-0.340008,0.120990,0.328506,-0.047693,-0.094702,0.254070,-0.216914,-0.023255,-0.042584,-0.277374,28.618705,6.556774,2.990564,1.394078,1.125778,1.189867,1.229869,1.340900,1.149436,1.242707,1.080500,0.996042,1.009632,1.089061,1.244251,1.003902,0.888932,0.927361,1.174215,0.694545,0.770417,0.781918,0.651731,0.533161,0.595055,0.734905,music
-143.807900,-10.063351,1.483804,0.735569,1.188779,-0.061657,-0.732453,-0.664388,-0.893765,0.398016,-0.138028,-0.039825,0.655705,0.245919,0.455491,0.599636,-0.161266,-0.163958,-0.060436,0.199309,-0.365853,0.024676,0.069654,-0.042428,-0.022971,0.071079,21.616035,7.618867,4.316842,3.232425,2.842139,2.393847,2.006479,1.707317,1.650540,1.280252,1.237931,1.207235,1.042555,0.994185,0.993861,0.970585,0.783513,0.735787,0.668183,0.645713,0.638592,0.606512,0.525800,0.503532,0.488407,0.459897,speech
-116.911164,-8.607038,-2.800478,-0.917460,-1.041372,-2.894839,-1.219609,-0.805315,-2.205598,-0.003942,-0.185140,-0.945626,0.398644,-0.121864,-0.258594,0.380614,-0.560485,-0.495896,-0.408570,0.036572,-0.539613,-0.259346,-0.093415,-0.064112,-0.090001,-0.016436,19.989694,6.249592,4.019515,3.733453,3.229349,2.984529,2.126992,1.924029,2.032072,1.253931,1.316499,1.388117,1.470672,1.041425,1.235979,0.917829,0.842106,0.828144,0.747681,0.734698,0.755922,0.644232,0.623261,0.591487,0.556703,0.487234,speech
-115.928342,-12.945894,-4.331623,-0.802681,0.800925,-1.357698,-1.951703,-0.355437,-0.208016,2.151446,-0.144847,0.248725,1.411554,0.395901,0.729046,1.040681,0.187995,0.654452,0.131586,-0.114214,0.009954,0.252805,-0.311167,0.281045,0.029172,-0.002049,13.247345,7.292861,5.638922,3.812223,2.297912,3.330967,2.722818,1.985079,1.838696,1.652241,1.411433,1.202153,1.329248,1.238703,1.039134,0.917437,0.911658,0.839268,0.796252,0.850738,0.783576,0.784175,0.880045,0.823873,0.752017,0.581382,speech
-122.993683,-14.361057,-3.119316,-2.051784,-1.892202,-1.191363,-2.897171,-2.200670,-0.579151,-0.303756,-0.994452,0.126573,-0.523442,0.164153,0.108273,0.189178,-0.109592,0.019549,-0.366634,-0.289369,-0.379390,-0.132670,-0.420499,-0.175509,-0.311129,-0.042207,11.270034,5.186513,3.533396,2.877068,2.149935,2.171328,2.219643,1.463609,1.394895,1.139736,1.006432,1.176278,1.035779,0.873707,0.854480,0.979245,0.768223,0.808974,0.726392,0.698667,0.638618,0.635094,0.648894,0.580815,0.544652,0.482090,speech
-118.826859,-14.262488,-2.464501,-1.130678,0.346124,-1.447562,-2.379136,-0.637271,-1.023210,-0.118547,-0.203560,0.281489,-0.146069,0.223072,0.629037,0.958902,0.226338,0.561174,0.207787,0.141107,0.115541,0.211849,-0.139317,0.008170,-0.050253,0.018062,16.534129,7.020346,3.724917,2.574223,2.359559,3.060528,2.457516,1.565177,1.487456,1.400331,1.436237,1.107331,0.964875,1.114727,1.133284,0.876114,0.761041,0.766102,0.699705,0.631030,0.612528,0.537664,0.499265,0.480367,0.465601,0.442367,speech
-142.818670,-4.878235,-7.957030,-1.583411,2.228752,-2.216844,-3.001247,1.266225,-0.595586,-0.962389,0.248724,-0.626148,-0.673287,0.538405,-0.247367,-0.027624,0.066804,-0.203647,-0.224604,0.142891,-0.089792,-0.149772,0.170307,-0.047646,-0.173685,0.159265,22.863706,8.717348,5.317050,3.975540,3.629078,3.191948,2.861263,1.999902,2.030140,2.065126,1.525303,1.451176,1.416853,1.423051,1.152783,1.149834,1.212423,1.142663,1.101847,1.163486,1.090509,1.031222,0.934120,0.910571,0.860144,0.644873,speech
-119.772088,-6.417826,-8.212743,-1.125633,2.715415,-1.088813,-2.031438,0.730651,-0.531289,-0.348886,0.502356,0.493318,0.018598,0.500984,0.188132,0.609040,0.136587,-0.452097,-0.225222,0.155105,-0.324259,-0.146272,0.117201,-0.076443,-0.073332,0.156926,26.600907,6.800312,6.330914,3.800823,3.909582,3.302396,2.979454,2.349076,2.001267,1.937268,1.892198,1.501426,1.419563,1.213166,1.268097,1.080735,1.080130,1.056060,0.982023,0.948756,0.857638,0.870634,0.868842,0.921413,0.805403,0.638273,speech
-113.915486,-10.152292,-3.160534,-2.495113,0.709074,-1.686324,-1.679514,0.217654,-0.908013,0.855823,1.290614,0.913366,0.420712,0.614010,0.548287,1.199447,-0.220500,-0.102867,0.307074,0.347009,-0.096668,0.271312,0.259378,0.272752,-0.013018,0.301333,17.154075,6.976247,4.484813,2.682835,2.631794,3.604533,2.161205,1.845458,1.815130,1.667782,1.746733,1.255525,1.276198,1.218634,1.181527,0.859371,0.925112,0.939780,0.761996,0.622205,0.559969,0.508316,0.524189,0.459200,0.484557,0.497955,speech
-112.224107,-14.855540,-3.984541,-2.575738,-0.805522,-2.594069,-1.807306,-0.621030,-1.429904,0.565746,-0.547540,-0.193184,-0.326004,0.161105,0.331524,0.679196,-0.262037,0.048074,0.030365,-0.213521,-0.200904,0.119557,-0.149198,-0.009948,-0.142812,0.090183,24.423689,7.129950,4.337633,3.494609,3.059699,3.579910,2.260772,2.023288,1.967911,1.576911,1.860435,1.203587,1.394206,1.174694,1.069656,0.957300,0.944664,0.956055,0.791152,0.756741,0.662310,0.697609,0.569393,0.486193,0.511600,0.461265,speech
-102.794364,-14.515215,-10.464981,-2.353976,-0.862250,-4.307541,-3.813060,-2.419282,-0.660620,0.365038,-0.662619,0.933992,0.964173,0.248464,1.632272,0.189303,0.213841,-0.730003,0.170384,0.059380,0.009045,0.333602,0.250421,0.292435,0.300284,0.189667,13.931285,3.874308,3.845848,2.338364,2.465006,3.019653,2.357040,1.876498,1.826168,1.549418,1.219970,1.185113,1.275241,1.158955,1.225652,1.155536,0.955028,0.956776,1.002953,0.828834,0.786328,0.847622,0.819345,0.741366,0.766132,0.609704,speech
-101.001754,-15.315812,-10.643942,-2.312699,-0.157496,-4.894333,-4.339776,-2.103021,-1.191980,0.278217,-0.635625,1.164853,1.185576,0.074722,1.970120,0.284918,0.496602,-0.898038,0.253571,-0.201307,-0.177592,0.128788,0.132003,0.153635,0.389768,0.048901,10.444436,4.305396,3.033723,2.588300,2.152718,2.393668,2.312881,1.905454,1.418029,1.378482,1.206449,1.167398,1.276859,1.091001,1.018806,1.060957,0.955063,0.802882,0.864243,0.816076,0.764662,0.686000,0.676921,0.665596,0.615302,0.518560,speech
-128.121554,-14.474859,-0.948298,-1.683707,-1.743591,-1.225862,-2.185487,-1.302491,-1.485294,-0.187426,-0.704248,-0.362272,-0.184112,0.162464,0.082909,0.838696,0.009530,-0.103164,-0.283869,0.071375,-0.085306,0.064516,0.000043,0.066689,-0.111972,0.251655,11.024914,4.326635,2.712981,2.257206,2.054201,1.964916,1.663037,1.449404,1.211131,1.104531,1.071626,1.049810,0.953547,0.943872,0.889654,0.799774,0.783118,0.780606,0.648047,0.593534,0.601677,0.547744,0.470684,0.445131,0.443279,0.409949,speech
-114.031419,-15.437425,-2.307135,-0.988263,-2.766347,-1.582149,-4.543009,-1.201237,-0.691918,-0.308014,-0.109482,-0.699933,-0.465439,0.139862,0.688514,0.267036,-0.412469,0.227915,0.050273,-0.284465,-0.208220,0.280411,0.075341,0.054433,0.051344,0.016388,13.683174,7.502033,4.733564,3.618071,2.816011,2.695525,2.642899,1.929868,1.526310,1.483569,1.336693,1.264936,1.280190,1.186728,0.980552,0.970155,1.080352,1.014841,1.003345,1.001868,0.981523,0.982785,0.878476,0.907495,0.876034,0.602730,speech
-119.847149,-14.061944,-2.768340,-1.503935,-1.824979,-1.628653,-3.284207,-1.271473,-0.509818,-0.288890,-0.336739,-0.281137,-0.671795,-0.118630,0.789981,0.243885,-0.414269,0.584569,-0.005975,-0.236977,-0.158641,0.359303,0.087828,0.104177,0.088830,0.065027,12.780514,6.154240,3.738535,3.221470,2.269802,2.550557,2.498295,1.610419,1.482325,1.372152,1.297517,1.054027,1.152622,1.249078,0.880219,0.904857,0.874094,0.901516,0.862147,0.960547,0.966687,0.882195,0.778275,0.876793,0.829239,0.544656,speech
-123.704786,-11.054090,-3.920056,3.362424,0.356388,-1.379193,-0.182428,-0.119748,0.241983,0.201745,0.065884,0.050892,-0.052881,-0.137559,-1.226836,0.317706,-0.820262,-1.232530,-0.062016,0.033813,-0.424405,-0.116396,0.069353,-0.184498,0.058735,-0.145803,24.075774,7.898913,5.310549,3.783244,3.437366,3.304019,3.077942,2.852775,2.114267,2.109339,1.909096,1.422859,1.726535,1.394216,1.399335,1.365061,1.179376,1.139425,1.031621,0.990184,1.026662,0.882144,0.874957,0.839762,0.762252,0.656247,speech
-101.393901,-13.822734,-3.814809,3.251653,1.156644,-0.227221,-0.839823,-0.873266,-0.351465,0.101114,0.254070,0.043911,-0.174235,-0.012357,-1.122518,0.206856,-0.746146,-0.942445,-0.297574,-0.136449,-0.397340,-0.281067,-0.076726,-0.152861,-0.014631,-0.129081,20.889583,8.694505,4.961111,3.803336,3.788485,3.030342,2.636901,2.938982,2.280528,1.994736,1.713539,1.575746,1.559615,1.315547,1.283639,1.155219,1.124024,1.110420,1.012217,0.977597,0.933175,0.905995,0.862916,0.765200,0.743283,0.576587,speech
-107.797698,-11.522508,-5.203568,2.317136,0.245235,-1.054296,-0.886303,-0.774074,-0.509624,-0.086940,-0.070514,0.184400,-0.267859,0.004563,-0.482133,0.690454,-0.475373,-0.631748,0.112130,-0.124457,-0.292113,-0.108124,0.015166,-0.092090,0.069174,-0.095415,21.160729,8.928833,5.765255,4.015361,3.540184,3.550204,2.978695,2.874472,2.327098,2.303722,1.943520,1.684753,1.952291,1.819001,1.612885,1.774299,1.604758,1.393381,1.460285,1.534836,1.347707,1.158862,0.928002,0.900693,0.928144,0.817385,speech
-142.617887,-13.780000,-0.631998,1.577928,2.451285,-0.915126,-3.518298,2.156105,-1.229091,0.015300,0.683258,0.406808,-0.666456,0.361008,-0.291527,0.051704,-0.592201,-0.535899,-0.715983,-0.164095,-0.170741,-0.382529,-0.081213,-0.009698,-0.160363,-0.006716,25.350424,10.593162,5.158001,4.090969,3.900385,3.574816,3.489954,2.445695,2.702371,2.254697,1.916545,1.608104,1.504092,1.703188,1.437148,1.208762,1.143490,0.958152,0.980587,0.902272,0.806391,0.839749,0.821145,0.821811,0.700046,0.591366,speech
-121.237584,-14.600334,-3.333071,-3.347976,-1.337393,-2.117925,-2.530336,-1.290152,-1.691497,-0.002169,-0.456615,0.048441,-0.069384,0.416314,0.101098,0.738733,0.084033,0.086729,0.009642,0.188080,-0.247867,-0.024638,-0.088362,0.019557,-0.176490,0.066402,15.166491,5.278661,3.806854,2.167670,2.239578,2.640583,1.929438,1.480376,1.750410,1.355720,1.319042,1.113804,1.144997,1.113429,1.213278,0.858878,0.853728,0.913643,0.730885,0.658016,0.626519,0.548234,0.562301,0.563602,0.511070,0.422303,speech
-130.809737,-14.404035,-1.168669,-2.778806,-1.602988,-0.789675,-1.385335,-0.621971,-0.895588,-0.629865,-0.920807,0.308643,0.024874,-0.077917,0.253507,0.994320,0.061954,0.040085,-0.086624,0.205364,-0.118700,0.088365,-0.120936,0.147407,-0.135571,0.106749,9.748672,3.850199,2.403130,1.558191,1.497285,1.646127,1.567090,1.324130,1.134737,1.042984,0.930886,1.040906,0.839916,0.938568,0.823099,0.762789,0.625027,0.653150,0.543077,0.576521,0.457821,0.439960,0.420085,0.381727,0.410737,0.382750,speech
-126.840689,-4.242203,-6.937672,0.180811,2.356910,-3.735411,-3.634500,1.857140,-0.279851,-0.474266,0.937036,0.354242,-0.105551,1.046299,0.049100,0.029597,0.137706,-0.297198,-0.462171,0.262242,0.000474,-0.146323,0.270028,0.172504,-0.060788,0.166505,20.304383,6.229715,5.736096,4.096746,4.053986,3.686429,3.218513,2.269727,1.983402,1.948485,1.398690,1.214073,1.149982,1.101297,0.938919,0.896626,0.884720,0.858373,0.882151,0.934570,0.875704,0.947331,1.015353,1.037909,0.992033,0.682986,speech
